segment_id,emotion
dialogues_llama3-70B_qwen2.5-72B/fitness_18_10/segments/005_LLM1_angry.wav,angry
dialogues_llama3-8B_gemma3-4B/home_83_9/segments/004_LLM2_calm.wav,calm
dialogues_llama3-8B_gemma3-4B/politics_25_7/segments/003_LLM1_fearful.wav,fearful
dialogues_phi4-mini/fitness_27_5/segments/002_LLM2_neutral.wav,neutral
dialogues_llama3-8B/pets_9_3/segments/003_LLM1_happy.wav,happy
dialogues_llama3-8B_cohere7B/podcasts_12_4/segments/001_LLM1_sad.wav,sad
dialogues_llama3-70B_qwen2.5-72B/home_8_6/segments/001_LLM1_happy.wav,happy
dialogues_gemma3-27B/celebrities_27_5/segments/004_LLM2_surprised.wav,surprised
dialogues_gemma3-27B/fashion_88_6/segments/002_LLM2_surprised.wav,surprised
dialogues_phi4-14B/holidays_6_4/segments/003_LLM1_angry.wav,angry
dialogues_llama3-70B/shopping_58_8/segments/008_LLM2_surprised.wav,surprised
dialogues_llama3-8B_cohere7B/weather_84_6/segments/004_LLM2_happy.wav,happy
dialogues_gemma3-27B/music_95_3/segments/003_LLM1_disgust.wav,disgust
dialogues_cohere7B_gemma3-4B/books_43_9/segments/009_LLM1_happy.wav,happy
dialogues_qwen2.5-32B_phi4-14B/philosophy_98_10/segments/008_LLM2_calm.wav,calm
dialogues_qwen2.5-32B/social_media_42_7/segments/003_LLM1_disgust.wav,disgust
dialogues_phi4-14B/fitness_94_7/segments/004_LLM2_neutral.wav,neutral
dialogues_phi4-14B_gemma3-27B/finance_44_10/segments/001_LLM1_fearful.wav,fearful
dialogues_llama3-70B_qwen2.5-72B/fitness_94_10/segments/009_LLM1_neutral.wav,neutral
dialogues_phi4-14B/news_44_5/segments/001_LLM1_angry.wav,angry
dialogues_gemma3-4B/education_6_8/segments/006_LLM2_fearful.wav,fearful
dialogues_qwen2.5-32B/work_5_8/segments/004_LLM2_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/sports_6_5/segments/005_LLM1_calm.wav,calm
dialogues_qwen2.5-72B/relationships_52_10/segments/001_LLM1_sad.wav,sad
dialogues_qwen2.5-32B_phi4-14B/science_63_7/segments/006_LLM2_happy.wav,happy
dialogues_cohere7B_gemma3-4B/movies_69_7/segments/006_LLM2_sad.wav,sad
dialogues_qwen2.5-72B/politics_15_3/segments/003_LLM1_neutral.wav,neutral
dialogues_llama3-8B_gemma3-4B/movies_10_6/segments/003_LLM1_angry.wav,angry
dialogues_qwen2.5-32B_phi4-14B/finance_60_9/segments/002_LLM2_fearful.wav,fearful
dialogues_qwen2.5-32B/history_40_5/segments/005_LLM1_happy.wav,happy
dialogues_qwen2.5-72B/finance_17_10/segments/010_LLM2_disgust.wav,disgust
dialogues_qwen2.5-32B/fitness_88_7/segments/005_LLM1_angry.wav,angry
dialogues_llama3-8B_gemma3-4B/fashion_93_4/segments/003_LLM1_surprised.wav,surprised
dialogues_qwen2.5-32B_phi4-14B/music_56_4/segments/004_LLM2_calm.wav,calm
dialogues_qwen2.5-32B_phi4-14B/finance_34_3/segments/001_LLM1_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/podcasts_2_5/segments/001_LLM1_neutral.wav,neutral
dialogues_qwen2.5-32B/music_62_5/segments/002_LLM2_surprised.wav,surprised
dialogues_gemma3-27B/events_95_10/segments/003_LLM1_calm.wav,calm
dialogues_llama3-70B/politics_69_6/segments/002_LLM2_angry.wav,angry
dialogues_qwen2.5-32B_gemma3-27B/philosophy_12_10/segments/001_LLM1_calm.wav,calm
dialogues_phi4-14B_gemma3-27B/education_42_8/segments/007_LLM1_happy.wav,happy
dialogues_gemma3-27B/science_75_6/segments/001_LLM1_calm.wav,calm
dialogues_phi4-14B/cars_7_5/segments/004_LLM2_neutral.wav,neutral
dialogues_qwen2.5-72B/celebrities_19_3/segments/003_LLM1_surprised.wav,surprised
dialogues_qwen2.5-32B_gemma3-27B/cooking_41_6/segments/004_LLM2_surprised.wav,surprised
dialogues_qwen2.5-32B/books_32_9/segments/005_LLM1_sad.wav,sad
dialogues_phi4-14B/holidays_59_9/segments/002_LLM2_angry.wav,angry
dialogues_llama3-70B/politics_80_6/segments/004_LLM2_fearful.wav,fearful
dialogues_qwen2.5-32B_phi4-14B/celebrities_82_9/segments/003_LLM1_angry.wav,angry
dialogues_gemma3-4B/technology_1_3/segments/001_LLM1_angry.wav,angry
dialogues_qwen2.5-72B/fitness_22_5/segments/001_LLM1_angry.wav,angry
dialogues_phi4-14B/philosophy_7_6/segments/006_LLM2_happy.wav,happy
dialogues_qwen2.5-72B/celebrities_68_7/segments/003_LLM1_angry.wav,angry
dialogues_phi4-14B_gemma3-27B/relationships_25_8/segments/006_LLM2_angry.wav,angry
dialogues_llama3-70B_qwen2.5-72B/celebrities_34_10/segments/009_LLM1_surprised.wav,surprised
dialogues_phi4-14B_gemma3-27B/photography_56_9/segments/009_LLM1_happy.wav,happy
dialogues_qwen2.5-32B/food_16_10/segments/003_LLM1_sad.wav,sad
dialogues_llama3-8B_cohere7B/education_40_5/segments/002_LLM2_angry.wav,angry
dialogues_qwen2.5-32B/politics_71_6/segments/004_LLM2_disgust.wav,disgust
dialogues_qwen2.5-32B_gemma3-27B/politics_87_4/segments/003_LLM1_fearful.wav,fearful
dialogues_qwen2.5-32B_phi4-14B/philosophy_72_8/segments/007_LLM1_surprised.wav,surprised
dialogues_llama3-8B_cohere7B/finance_37_7/segments/003_LLM1_calm.wav,calm
dialogues_qwen2.5-32B_gemma3-27B/podcasts_95_10/segments/005_LLM1_sad.wav,sad
dialogues_llama3-70B_qwen2.5-72B/politics_52_9/segments/005_LLM1_neutral.wav,neutral
dialogues_gemma3-27B/work_26_9/segments/006_LLM2_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/finance_72_5/segments/001_LLM1_angry.wav,angry
dialogues_llama3-70B/finance_40_8/segments/003_LLM1_fearful.wav,fearful
dialogues_llama3-8B_gemma3-4B/politics_87_4/segments/003_LLM1_fearful.wav,fearful
dialogues_llama3-8B_gemma3-4B/celebrities_57_7/segments/006_LLM2_sad.wav,sad
dialogues_qwen2.5-32B/news_32_6/segments/001_LLM1_surprised.wav,surprised
dialogues_llama3-8B_cohere7B/holidays_68_9/segments/007_LLM1_disgust.wav,disgust
dialogues_qwen2.5-32B_gemma3-27B/politics_90_9/segments/005_LLM1_disgust.wav,disgust
dialogues_llama3-70B/work_91_10/segments/002_LLM2_angry.wav,angry
dialogues_llama3-8B/philosophy_9_3/segments/001_LLM1_surprised.wav,surprised
dialogues_qwen2.5-32B/finance_47_7/segments/001_LLM1_angry.wav,angry
dialogues_qwen2.5-72B/politics_11_10/segments/001_LLM1_angry.wav,angry
dialogues_qwen2.5-32B_phi4-14B/technology_22_9/segments/004_LLM2_angry.wav,angry
dialogues_phi4-14B/science_96_7/segments/001_LLM1_surprised.wav,surprised
dialogues_qwen2.5-32B_gemma3-27B/food_2_7/segments/001_LLM1_sad.wav,sad
dialogues_phi4-14B/movies_59_4/segments/001_LLM1_disgust.wav,disgust
dialogues_phi4-14B/fitness_10_7/segments/007_LLM1_calm.wav,calm
dialogues_phi4-14B/finance_80_7/segments/007_LLM1_neutral.wav,neutral
dialogues_llama3-70B_qwen2.5-72B/health_65_9/segments/003_LLM1_calm.wav,calm
dialogues_qwen2.5-32B_phi4-14B/finance_22_9/segments/005_LLM1_calm.wav,calm
dialogues_llama3-8B/books_22_4/segments/004_LLM2_sad.wav,sad
dialogues_qwen2.5-32B_gemma3-27B/movies_42_4/segments/004_LLM2_sad.wav,sad
dialogues_gemma3-27B/coding_71_8/segments/003_LLM1_neutral.wav,neutral
dialogues_llama3-70B/events_5_8/segments/004_LLM2_sad.wav,sad
dialogues_gemma3-27B/social_media_28_7/segments/002_LLM2_angry.wav,angry
dialogues_phi4-14B_gemma3-27B/finance_76_7/segments/005_LLM1_fearful.wav,fearful
dialogues_llama3-8B_cohere7B/pets_99_3/segments/001_LLM1_neutral.wav,neutral
dialogues_gemma3-4B/work_82_8/segments/006_LLM2_calm.wav,calm
dialogues_qwen2.5-32B_phi4-14B/technology_8_9/segments/002_LLM2_disgust.wav,disgust
dialogues_llama3-70B/politics_17_6/segments/005_LLM1_angry.wav,angry
dialogues_qwen2.5-72B/social_media_15_5/segments/005_LLM1_disgust.wav,disgust
dialogues_qwen2.5-72B/nature_21_6/segments/004_LLM2_calm.wav,calm
dialogues_llama3-70B_qwen2.5-72B/politics_87_10/segments/009_LLM1_calm.wav,calm
dialogues_qwen2.5-32B_phi4-14B/politics_1_5/segments/002_LLM2_angry.wav,angry
dialogues_gemma3-27B/education_21_10/segments/002_LLM2_angry.wav,angry
dialogues_qwen2.5-32B_phi4-14B/movies_48_8/segments/004_LLM2_disgust.wav,disgust
dialogues_qwen2.5-32B_phi4-14B/food_18_8/segments/001_LLM1_happy.wav,happy
dialogues_gemma3-27B/finance_27_3/segments/002_LLM2_fearful.wav,fearful
dialogues_cohere7B_gemma3-4B/politics_48_3/segments/002_LLM2_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/education_88_5/segments/003_LLM1_angry.wav,angry
dialogues_llama3-8B/celebrities_82_4/segments/004_LLM2_neutral.wav,neutral
dialogues_llama3-8B/education_38_4/segments/003_LLM1_neutral.wav,neutral
dialogues_gemma3-27B/art_89_9/segments/009_LLM1_neutral.wav,neutral
dialogues_cohere7B/technology_80_3/segments/003_LLM1_fearful.wav,fearful
dialogues_llama3-8B_cohere7B/celebrities_42_5/segments/003_LLM1_happy.wav,happy
dialogues_qwen2.5-32B_gemma3-27B/photography_13_5/segments/001_LLM1_neutral.wav,neutral
dialogues_qwen2.5-32B_phi4-14B/technology_44_6/segments/001_LLM1_happy.wav,happy
dialogues_qwen2.5-32B_gemma3-27B/music_25_3/segments/001_LLM1_sad.wav,sad
dialogues_qwen2.5-72B/food_55_7/segments/004_LLM2_sad.wav,sad
dialogues_llama3-70B_qwen2.5-72B/books_9_5/segments/005_LLM1_sad.wav,sad
dialogues_phi4-mini/finance_57_3/segments/002_LLM2_sad.wav,sad
dialogues_phi4-14B_gemma3-27B/cars_24_4/segments/003_LLM1_surprised.wav,surprised
dialogues_qwen2.5-72B/makeup_59_8/segments/002_LLM2_neutral.wav,neutral
dialogues_gemma3-27B/cars_88_5/segments/002_LLM2_happy.wav,happy
dialogues_gemma3-27B/finance_11_7/segments/004_LLM2_angry.wav,angry
dialogues_qwen2.5-72B/spirituality_20_6/segments/002_LLM2_angry.wav,angry
dialogues_qwen2.5-72B/politics_53_9/segments/004_LLM2_disgust.wav,disgust
dialogues_cohere7B_gemma3-4B/politics_73_6/segments/001_LLM1_fearful.wav,fearful
dialogues_qwen2.5-32B/holidays_42_9/segments/008_LLM2_happy.wav,happy
dialogues_llama3-8B_cohere7B/news_7_4/segments/002_LLM2_sad.wav,sad
dialogues_phi4-14B_gemma3-27B/politics_34_8/segments/002_LLM2_angry.wav,angry
dialogues_llama3-8B_cohere7B/gardening_84_3/segments/002_LLM2_neutral.wav,neutral
dialogues_qwen2.5-32B_gemma3-27B/books_53_5/segments/001_LLM1_sad.wav,sad
dialogues_llama3-70B_qwen2.5-72B/nature_31_3/segments/003_LLM1_calm.wav,calm
dialogues_llama3-70B_qwen2.5-72B/fitness_77_8/segments/003_LLM1_angry.wav,angry
dialogues_llama3-8B_gemma3-4B/movies_18_4/segments/004_LLM2_sad.wav,sad
dialogues_phi4-mini/politics_38_5/segments/003_LLM1_calm.wav,calm
dialogues_llama3-70B_qwen2.5-72B/work_11_10/segments/002_LLM2_fearful.wav,fearful
dialogues_llama3-70B/finance_2_7/segments/004_LLM2_angry.wav,angry
dialogues_llama3-8B_gemma3-4B/politics_56_5/segments/003_LLM1_calm.wav,calm
dialogues_llama3-70B/photography_70_10/segments/004_LLM2_happy.wav,happy
dialogues_qwen2.5-32B_gemma3-27B/nature_53_9/segments/001_LLM1_neutral.wav,neutral
dialogues_llama3-70B/home_7_9/segments/008_LLM2_happy.wav,happy
dialogues_llama3-8B/science_43_4/segments/004_LLM2_happy.wav,happy
dialogues_llama3-70B_qwen2.5-72B/politics_3_6/segments/006_LLM2_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/photography_85_9/segments/001_LLM1_calm.wav,calm
dialogues_llama3-8B_gemma3-4B/travel_63_8/segments/001_LLM1_surprised.wav,surprised
dialogues_llama3-8B_gemma3-4B/celebrities_26_7/segments/005_LLM1_sad.wav,sad
dialogues_qwen2.5-32B_gemma3-27B/art_50_8/segments/007_LLM1_surprised.wav,surprised
dialogues_gemma3-4B/social_media_12_8/segments/005_LLM1_sad.wav,sad
dialogues_llama3-8B/finance_91_6/segments/002_LLM2_fearful.wav,fearful
dialogues_gemma3-27B/traditions_15_7/segments/003_LLM1_neutral.wav,neutral
dialogues_phi4-14B_gemma3-27B/science_37_9/segments/005_LLM1_surprised.wav,surprised
dialogues_llama3-8B/podcasts_12_4/segments/002_LLM2_happy.wav,happy
dialogues_llama3-8B_cohere7B/work_14_3/segments/003_LLM1_angry.wav,angry
dialogues_phi4-14B_gemma3-27B/social_media_36_8/segments/007_LLM1_calm.wav,calm
dialogues_phi4-14B_gemma3-27B/events_72_9/segments/002_LLM2_neutral.wav,neutral
dialogues_qwen2.5-72B/shopping_31_7/segments/006_LLM2_happy.wav,happy
dialogues_phi4-mini/politics_19_5/segments/005_LLM1_fearful.wav,fearful
dialogues_qwen2.5-32B_phi4-14B/traditions_95_8/segments/004_LLM2_neutral.wav,neutral
dialogues_llama3-70B_qwen2.5-72B/finance_91_4/segments/002_LLM2_disgust.wav,disgust
dialogues_llama3-70B_qwen2.5-72B/gaming_14_9/segments/005_LLM1_neutral.wav,neutral
dialogues_llama3-70B_qwen2.5-72B/celebrities_53_8/segments/003_LLM1_surprised.wav,surprised
dialogues_qwen2.5-32B/celebrities_78_7/segments/006_LLM2_surprised.wav,surprised
dialogues_phi4-14B_gemma3-27B/finance_32_5/segments/003_LLM1_fearful.wav,fearful
dialogues_llama3-8B_cohere7B/philosophy_69_6/segments/002_LLM2_calm.wav,calm
dialogues_phi4-14B_gemma3-27B/work_21_7/segments/006_LLM2_surprised.wav,surprised
dialogues_qwen2.5-72B/photography_86_7/segments/004_LLM2_happy.wav,happy
dialogues_qwen2.5-32B_gemma3-27B/travel_93_6/segments/005_LLM1_surprised.wav,surprised
dialogues_llama3-8B_gemma3-4B/fitness_76_6/segments/005_LLM1_happy.wav,happy
dialogues_gemma3-27B/philosophy_15_8/segments/002_LLM2_calm.wav,calm
dialogues_qwen2.5-32B_gemma3-27B/makeup_16_9/segments/001_LLM1_neutral.wav,neutral
dialogues_llama3-8B_cohere7B/traditions_62_4/segments/003_LLM1_neutral.wav,neutral
dialogues_cohere7B/finance_33_9/segments/002_LLM2_angry.wav,angry
dialogues_llama3-8B_gemma3-4B/hobbies_60_6/segments/006_LLM2_happy.wav,happy
dialogues_qwen2.5-32B_phi4-14B/books_75_8/segments/006_LLM2_happy.wav,happy
dialogues_cohere7B_gemma3-4B/work_1_6/segments/004_LLM2_calm.wav,calm
dialogues_qwen2.5-72B/movies_1_8/segments/005_LLM1_disgust.wav,disgust
dialogues_qwen2.5-32B_phi4-14B/fashion_69_6/segments/005_LLM1_happy.wav,happy
dialogues_gemma3-27B/podcasts_45_10/segments/002_LLM2_fearful.wav,fearful
dialogues_llama3-70B_qwen2.5-72B/pets_46_6/segments/001_LLM1_neutral.wav,neutral
dialogues_gemma3-27B/politics_60_8/segments/006_LLM2_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/celebrities_83_6/segments/002_LLM2_disgust.wav,disgust
dialogues_qwen2.5-32B_gemma3-27B/nature_68_5/segments/004_LLM2_surprised.wav,surprised
dialogues_cohere7B/sports_33_3/segments/003_LLM1_surprised.wav,surprised
dialogues_gemma3-27B/food_29_6/segments/004_LLM2_neutral.wav,neutral
dialogues_qwen2.5-32B/science_83_9/segments/005_LLM1_surprised.wav,surprised
dialogues_qwen2.5-72B/celebrities_39_8/segments/005_LLM1_happy.wav,happy
dialogues_qwen2.5-32B/news_31_8/segments/001_LLM1_sad.wav,sad
dialogues_gemma3-4B/holidays_21_9/segments/002_LLM2_sad.wav,sad
dialogues_cohere7B_gemma3-4B/education_85_9/segments/003_LLM1_fearful.wav,fearful
dialogues_gemma3-27B/movies_93_6/segments/001_LLM1_neutral.wav,neutral
dialogues_llama3-70B/cooking_15_6/segments/005_LLM1_neutral.wav,neutral
dialogues_phi4-14B_gemma3-27B/holidays_55_9/segments/003_LLM1_sad.wav,sad
dialogues_phi4-mini/nature_16_4/segments/004_LLM2_surprised.wav,surprised
dialogues_llama3-70B_qwen2.5-72B/science_54_6/segments/006_LLM2_neutral.wav,neutral
dialogues_qwen2.5-72B/movies_69_5/segments/005_LLM1_surprised.wav,surprised
dialogues_qwen2.5-32B_gemma3-27B/politics_85_9/segments/005_LLM1_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/travel_23_10/segments/005_LLM1_happy.wav,happy
dialogues_phi4-14B_gemma3-27B/movies_70_7/segments/004_LLM2_disgust.wav,disgust
dialogues_qwen2.5-72B/politics_70_6/segments/005_LLM1_sad.wav,sad
dialogues_llama3-70B_qwen2.5-72B/podcasts_82_9/segments/008_LLM2_happy.wav,happy
dialogues_qwen2.5-32B/education_45_7/segments/007_LLM1_happy.wav,happy
dialogues_llama3-70B_qwen2.5-72B/languages_97_10/segments/006_LLM2_happy.wav,happy
dialogues_cohere7B_gemma3-4B/politics_73_6/segments/004_LLM2_angry.wav,angry
dialogues_qwen2.5-32B_gemma3-27B/fitness_5_10/segments/005_LLM1_calm.wav,calm
dialogues_qwen2.5-32B_phi4-14B/politics_98_8/segments/007_LLM1_angry.wav,angry
dialogues_gemma3-27B/sports_23_8/segments/007_LLM1_calm.wav,calm
dialogues_cohere7B_gemma3-4B/podcasts_5_3/segments/002_LLM2_calm.wav,calm
dialogues_llama3-70B/books_49_8/segments/005_LLM1_sad.wav,sad
dialogues_qwen2.5-32B/books_18_9/segments/006_LLM2_neutral.wav,neutral
dialogues_qwen2.5-72B/relationships_52_10/segments/004_LLM2_sad.wav,sad
dialogues_qwen2.5-72B/science_21_5/segments/002_LLM2_neutral.wav,neutral
dialogues_llama3-70B_qwen2.5-72B/spirituality_54_7/segments/005_LLM1_fearful.wav,fearful
dialogues_gemma3-4B/news_28_3/segments/002_LLM2_fearful.wav,fearful
dialogues_llama3-70B/politics_86_6/segments/001_LLM1_angry.wav,angry
dialogues_qwen2.5-32B_phi4-14B/finance_94_6/segments/002_LLM2_disgust.wav,disgust
dialogues_qwen2.5-32B_phi4-14B/celebrities_55_5/segments/002_LLM2_angry.wav,angry
dialogues_gemma3-4B/history_1_5/segments/002_LLM2_calm.wav,calm
dialogues_llama3-70B/fashion_1_8/segments/006_LLM2_fearful.wav,fearful
dialogues_qwen2.5-72B/coding_66_5/segments/001_LLM1_surprised.wav,surprised
dialogues_llama3-70B/movies_32_7/segments/006_LLM2_disgust.wav,disgust
dialogues_phi4-mini/work_8_5/segments/004_LLM2_fearful.wav,fearful
dialogues_phi4-14B_gemma3-27B/events_36_8/segments/001_LLM1_sad.wav,sad
dialogues_llama3-70B/shopping_72_8/segments/004_LLM2_happy.wav,happy
dialogues_phi4-14B_gemma3-27B/podcasts_66_10/segments/010_LLM2_happy.wav,happy
dialogues_gemma3-4B/politics_94_4/segments/001_LLM1_fearful.wav,fearful
dialogues_qwen2.5-32B/politics_76_6/segments/001_LLM1_angry.wav,angry
dialogues_qwen2.5-32B/shopping_23_7/segments/001_LLM1_calm.wav,calm
dialogues_llama3-70B/movies_69_8/segments/003_LLM1_disgust.wav,disgust
dialogues_llama3-8B/health_63_3/segments/002_LLM2_neutral.wav,neutral
dialogues_llama3-70B/finance_61_10/segments/001_LLM1_angry.wav,angry
dialogues_qwen2.5-32B_gemma3-27B/sports_2_10/segments/003_LLM1_calm.wav,calm
dialogues_qwen2.5-32B_phi4-14B/finance_73_3/segments/002_LLM2_disgust.wav,disgust
dialogues_gemma3-27B/fitness_65_9/segments/003_LLM1_angry.wav,angry
dialogues_phi4-14B_gemma3-27B/work_18_9/segments/002_LLM2_surprised.wav,surprised
dialogues_phi4-14B_gemma3-27B/finance_72_5/segments/004_LLM2_sad.wav,sad
dialogues_qwen2.5-72B/politics_73_7/segments/007_LLM1_angry.wav,angry
dialogues_qwen2.5-72B/work_35_8/segments/002_LLM2_fearful.wav,fearful
dialogues_qwen2.5-72B/books_95_8/segments/006_LLM2_surprised.wav,surprised
dialogues_qwen2.5-72B/music_47_10/segments/005_LLM1_happy.wav,happy
dialogues_qwen2.5-32B_gemma3-27B/education_34_10/segments/004_LLM2_angry.wav,angry
dialogues_qwen2.5-32B_phi4-14B/celebrities_19_8/segments/001_LLM1_angry.wav,angry
dialogues_llama3-70B/work_56_3/segments/003_LLM1_angry.wav,angry
dialogues_llama3-70B/science_98_7/segments/003_LLM1_happy.wav,happy
dialogues_llama3-70B_qwen2.5-72B/news_41_4/segments/003_LLM1_surprised.wav,surprised
dialogues_cohere7B_gemma3-4B/politics_2_8/segments/007_LLM1_angry.wav,angry
dialogues_phi4-14B_gemma3-27B/weather_59_10/segments/009_LLM1_surprised.wav,surprised
dialogues_llama3-70B_qwen2.5-72B/gaming_86_7/segments/006_LLM2_calm.wav,calm
dialogues_cohere7B_gemma3-4B/books_85_4/segments/002_LLM2_surprised.wav,surprised
dialogues_qwen2.5-32B/food_57_3/segments/002_LLM2_neutral.wav,neutral
dialogues_qwen2.5-32B_phi4-14B/holidays_34_9/segments/006_LLM2_happy.wav,happy
dialogues_cohere7B_gemma3-4B/finance_66_10/segments/003_LLM1_disgust.wav,disgust
dialogues_gemma3-27B/art_40_8/segments/006_LLM2_happy.wav,happy
dialogues_gemma3-4B/history_34_3/segments/003_LLM1_sad.wav,sad
dialogues_phi4-14B/celebrities_15_4/segments/003_LLM1_neutral.wav,neutral
dialogues_llama3-8B_gemma3-4B/politics_40_10/segments/006_LLM2_fearful.wav,fearful
dialogues_llama3-70B/cars_11_10/segments/003_LLM1_neutral.wav,neutral
dialogues_qwen2.5-32B_phi4-14B/music_47_8/segments/003_LLM1_sad.wav,sad
dialogues_phi4-14B/nature_12_10/segments/007_LLM1_happy.wav,happy
dialogues_gemma3-4B/education_84_10/segments/002_LLM2_disgust.wav,disgust
dialogues_llama3-8B_cohere7B/health_62_6/segments/003_LLM1_disgust.wav,disgust
dialogues_phi4-mini/news_98_5/segments/003_LLM1_disgust.wav,disgust
dialogues_llama3-8B_cohere7B/politics_26_4/segments/002_LLM2_angry.wav,angry
dialogues_llama3-70B/weather_19_7/segments/006_LLM2_calm.wav,calm
dialogues_cohere7B/movies_85_5/segments/001_LLM1_sad.wav,sad
dialogues_qwen2.5-32B_phi4-14B/celebrities_80_4/segments/002_LLM2_angry.wav,angry
dialogues_gemma3-27B/events_36_7/segments/002_LLM2_neutral.wav,neutral
dialogues_qwen2.5-32B_phi4-14B/fashion_52_10/segments/008_LLM2_calm.wav,calm
dialogues_qwen2.5-32B_gemma3-27B/work_22_9/segments/007_LLM1_angry.wav,angry
dialogues_llama3-70B_qwen2.5-72B/finance_28_8/segments/004_LLM2_angry.wav,angry
dialogues_qwen2.5-32B_phi4-14B/science_93_8/segments/007_LLM1_calm.wav,calm
